湖北有什么烟	辽宁有什么烟	湖北	辽宁	LOC
洗面奶可以代替洗手液吗	沐浴乳可以代替洗手液吗	洗面奶	沐浴乳	n
21×60约等于多少	21×18约等于多少	60	18	m
拉的屎又干又黑	拉的屎又黄又黑	干	黄	a
你领证了吗	你结婚了吗	领证	结婚	v
鹿绒皮鞋怎么清洗	鹿绒布怎么清洗	皮鞋	绒布	n
鼻咽癌可以治愈吗	鼻咽癌可以治愈么	吗	么	xc
世界上最帅的名人	世界上最伟大的名人	帅	伟大	a
你的声音可以大一点吗	你的声音能大一点吗	可以	能	v
梦见手拿粪便	梦见手拿鸡蛋	粪便	鸡蛋	n
华为如何删除浏览器	华为如何换浏览器	删除	换	v
怀孕能吃扁豆吗	怀孕能吃生蚝吗	扁豆	生蚝	n
女人幼稚的表现	女人成熟的表现	幼稚	成熟	a
中国最穷的县	日本最穷的县	中国	日本	LOC
寿宴的寿怎么组词	寿辰的寿怎么写	组词	写	v
重要与关键的区别	重要与重大的区别	关键	重大	a
胆结石手术后多久能喝酒	胆结石手术后多久能恢复	喝酒	恢复	v
怎么实现月入过万	怎么做到月入过万	实现	做到	v
情绪对胎儿的影响	情绪对工作的影响	胎儿	工作	n
600÷8竖式计算	1÷8竖式计算	600	1	m
上海至菏泽大巴	上海至香港大巴	菏泽	香港	LOC
做肠镜痛苦吗	做肠镜好吗	痛苦	好	a
山的英文怎么说	山的英文怎么读	说	读	v
西瓜和梨可以一起吃吗	西瓜和梨可以同时吃吗	一起	同时	d
25×9/20等于多少	40×9/20等于多少	25	40	m
两对半是什么	32位是什么	两对半	32位	m
深粉色代表什么	浅粉色代表什么	深	浅	a
一公顷等于多少千克	一立方米等于多少升	千克	升	q
冷面怎么收藏	面霜怎么写	收藏	写	v
楚天科技的股价	百度的股价	楚天科技	百度	ORG
合肥到恩施飞机	天津到恩施飞机	合肥	天津	LOC
腰肌劳损怎么锻炼	腰肌劳损怎么保养	锻炼	保养	v
如何去掉玉手镯	如何挑选玉手镯	去掉	挑选	v
什么情况下需要做胃镜	什么情况下需要作胃镜	做	作	v
形容心情非常差的成语	形容心情非常平静的成语	差	平静	a
不的英文怎么说	不的英文怎么读	说	读	v
什么水果最闲	什么水果最懒	闲	懒	a
你有兄弟姐妹吗	你有同胞吗	兄弟姐妹	同胞	n
世界上最大的壁虎长什么样	世界上最大的人长什么样	壁虎	人	n
怀孕可以吃提子吗	怀孕可以吃提子么	吗	么	xc
深圳到成都开车多久	重庆到成都开车多久	深圳	重庆	LOC
杨丞琳怀孕了吗	杨丞琳结婚了吗	怀孕	结婚	v
朝鲜电压和中国一样吗	哈萨克斯坦电压和中国一样吗	朝鲜	哈萨克斯坦	LOC
睡眠差的人怎么调理	睡眠不好的人怎么调理	差	不好	a
5÷300等于多少	200÷300等于多少	5	200	m
6除于8分之15	6除于6	8分之15	6	m
哺乳期喝什么豆浆	哺乳期喝什么茶	豆浆	茶	n
山东好玩的地方	内蒙古好玩的地方	山东	内蒙古	LOC
描写海底的成语	形容海底的成语	描写	形容	v
怎样切换苹果系统	怎样使用苹果系统	切换	使用	v
宜春哪个男科医院最好	深圳哪个男科医院最好	宜春	深圳	LOC
中国最发达的城市	中国最落后的城市	发达	落后	a
不毛之地的拼音	拼音的拼音	不毛之地	拼音	n
深圳至衡水火车票	深圳至广州火车票	衡水	广州	LOC
谁就像什么	谁有什么	就像	有	v
如何治疗抑郁症	如何度过抑郁症	治疗	度过	v
福建在建高速公路项目	浙江在建高速公路项目	福建	浙江	LOC
碱可以多吃吗	巧克力可以多吃吗	碱	巧克力	n
准备起飞的成语	准备起飞的词	成语	词	n
5公里时间	2018时间	5公里	2018	m
欧洲人口密度是多少	日本人口密度是多少	欧洲	日本	LOC
怎么尊重女性	怎么看女性	尊重	看	v
快递员把快递弄丢了怎么办	快递被快递员弄丢了怎么办	把	被	p
肝炎有哪些症状	肝炎有哪些疫苗	症状	疫苗	n
一百以内的加法和减法	10以内的加法和减法	一百	10	m
想去法国的原因英语	想去澳大利亚的原因英语	法国	澳大利亚	LOC
罗永浩格言	罗永浩名句	格言	名句	n
经常咳嗽是什么病	经常感冒是什么病	咳嗽	感冒	v
生长在黄泉路的花	生长在广东的花	黄泉路	广东	LOC
到日本航班	到日本飞机	航班	飞机	n
梦见很多碎鸡蛋	梦见很多坏鸡蛋	碎	坏	a
为什么怀孕肚子那么大	为什么怀孕肚子那么小	大	小	a
氯雷他定片和盐酸西替利嗪片能一起服用吗	氯雷他定片和盐酸西替利嗪片能一起吃吗	服用	吃	v
湿疹可以吃生蚝吗	湿疹可以吃生蚝嘛	吗	嘛	xc
肠息肉要切除吗	肠息肉要割吗	切除	割	v
当代大学生如何担当使命	当代大学生如何履行使命	担当	履行	v
女生说耗子是什么意思	女生说狗东西是什么意思	耗子	狗东西	n
破伤风怎么注射	伤风怎么治	注射	治	v
家里无线网信号太弱怎么办	家里无线网信号太差怎么办	弱	差	a
烟台到徐州距离	西安到徐州距离	烟台	西安	LOC
550÷6的竖式	186÷6的竖式	550	186	m
孕妇可以吃芹菜吗	孕妇可以吃牛肉吗	芹菜	牛肉	n
现任泊头市市长是谁	现任深圳市长是谁	泊头市	深圳	LOC
2020黑龙江网吧开业时间	2020四川网吧开业时间	黑龙江	四川	LOC
有什么不对	有啥不对	什么	啥	r
手指有黑色	手指有缺陷	黑色	缺陷	n
剃须刀拆了怎么装	剃须刀卸了怎么装	拆	卸	v
怀孕5个月肚子隐隐疼	怀孕5个月肚子一直疼	隐隐	一直	d
血糖高的症状	血糖高的病人	症状	病人	n
矿物的类型	矿物的成分	类型	成分	n
告诉你我电话多少	告诉我你电话多少	我	你	r
清净的诗句	幽深的诗句	清净	幽深	a
12,14的最大公因数	12,7的最大公因数	14	7	m
床上有跳蚤怎么灭	床上有跳蚤怎么除	灭	除	v
山东到成都邮费	山东到杭州邮费	成都	杭州	LOC
苹果6可以越狱吗	苹果8可以越狱吗	6	8	m
赞美父母的诗	夸父母的诗	赞美	夸	v
上火了喝什么粥降火最快	上火了吃什么粥降火最快	喝	吃	v
梦见父亲跳崖	梦见父亲失踪	跳崖	失踪	v
江苏离青海有多远	江苏离山东有多远	青海	山东	LOC
笔记本自带摄像头在哪	笔记本内置摄像头在哪	自带	内置	vn
肺部结节严重吗	肺部结节要紧吗	严重	要紧	a
把歌关上	把热点关上	歌	热点	n
胆囊炎可以吃红薯吗	胆囊炎可以吃红薯嘛	吗	嘛	xc
吃坚果长个子吗	吃鱼长个子吗	坚果	鱼	n
学习安排计划	读书安排计划	学习	读书	vn
快影怎么弄画中画	快影怎么做画中画	弄	做	v
怎么转化极坐标方程	怎么解极坐标方程	转化	解	v
黑龙江第一个省会	河南第一个省会	黑龙江	河南	LOC
什么是税务社保	什么是企业社保	税务	企业	n
明天的天气怎么样呀	明天的天气怎么样呢	呀	呢	xc
西安到尼泊尔机票多少钱	西安到香港机票多少钱	尼泊尔	香港	LOC
100除以95	100除以40	95	40	m
雪白雪白的词语都有什么	乌黑乌黑的词语都有什么	雪白雪白	乌黑乌黑	a
怀化有哪些职业高中	中国有哪些职业高中	怀化	中国	LOC
桂花怎么冲	桂花怎么保养	冲	保养	v
零的平方是什么	0的平方是什么	零	0	m
怎能不关闭他们呢	怎能不关闭你呢	他们	你	r
如何提高自己的幽默感	如何保持自己的神秘感	提高	保持	v
深圳开关厂家有哪些	深圳空调厂家有哪些	开关	空调	n
带有凌字的诗句	含凌字的诗句	带有	含	v
孕妇可以吃核桃吗	孕妇可以吃核桃嘛	吗	嘛	xc
上海哪里批发衣服	郑州哪里批发衣服	上海	郑州	LOC
梦见骑红马是什么意思	梦见骑赛车是什么意思	红马	赛车	n
小女孩怎么读	小女孩怎么哭	读	哭	v
沈阳到广西多少公里	沈阳到香港多少公里	广西	香港	LOC
二指灵敏度无陀螺仪	2指灵敏度无陀螺仪	二	2	m
2020年幼儿园啥时候开学宁夏	2020年幼儿园啥时候开学甘肃	宁夏	甘肃	LOC
仓库具备哪些功能	仓库有哪些功能	具备	有	v
ibd是什么职业	ibd是什么工作	职业	工作	n
上海北站位置	上海中心位置	北站	中心	n
干果店加盟10大品牌	早餐店加盟10大品牌	干果	早餐	n
胖女孩怎么画	胖妞怎么减肥	画	减肥	v
茶吧机怎么清理	茶吧机怎么洗	清理	洗	v
梦见给死人烧纸是什么意思	梦见给死人开车是什么意思	烧纸	开车	v
二的老写字怎么写	六的老写字怎么写	二	六	m
如何弄死蚂蚁	如何干掉蚂蚁	弄死	干掉	v
你是机器人么	你是机器人吗	么	吗	xc
中药和牛奶可以一起喝吗	中药和牛奶可以同时喝吗	一起	同时	d
时间是谁写的	时间是谁做的	写	做	v
励志 宋词	励志 字	宋词	字	n
山东都有什么州	江苏都有什么州	山东	江苏	LOC
形容舞台大	形容舞台小	大	小	a
白的颜色有哪些	黑的颜色有哪些	白	黑	a
牛奶和桃子能一起吃吗	牛奶和鸡蛋能一起吃吗	桃子	鸡蛋	n
肚子左边酸疼	肚子左边阵痛	酸疼	阵痛	a
什么是同学	什么是英语	同学	英语	n
怎样打开一键锁屏	怎样才能一键锁屏	打开	才能	v
怎么用卡纸叠钱包	怎么用卡纸折钱包	叠	折	v
济南初中开学时间2020	银川初中开学时间2020	济南	银川	LOC
什么是体位	什么是新闻	体位	新闻	n
你吃什么呢	你吃啥呢	什么	啥	r
形容人很胖的句子	形容人不胖的句子	很	不	d
赵薇怎么样	马嘉祺怎么样	赵薇	马嘉祺	PER
螃蟹怎么做	螃蟹怎么蒸	做	蒸	v
怀孕怎么判断男女	怀孕怎么区分男女	判断	区分	v
雅思考试的有效期	雅思考试的技巧	有效期	技巧	n
怎么喝椰子	怎么做椰子	喝	做	v
你现在开心吗	你现在很高兴吗	开心	很高兴	a
柯桥到龙游汽车时刻表	上海到龙游汽车时刻表	柯桥	上海	LOC
无穷无尽的拼音	无穷无尽的近义词	拼音	近义词	n
绿茶什么品种香浓	绿茶什么品种好	香浓	好	a
手机如何制作鬼畜视频	手机如何制作文字视频	鬼畜	文字	n
论坛如何发帖子	论坛如何删除帖子	发	删除	v
葫芦岛穷吗	葫芦岛富吗	穷	富	a
动漫御姐眼睛教程	动漫女孩眼睛教程	御姐	女孩	n
表链怎么调	项链怎么说	调	说	v
乙肝会传染吗	乙肝会传染么	吗	么	xc
130×10等于	5×10等于	130	5	m
窗户的英文	米饭的英文	窗户	米饭	n
荣耀手环4和小米手环4哪个好	荣耀手环5和小米手环5哪个好	4	5	m
怀孕28周肚子有点疼	怀孕28周肚子有点不舒服	疼	不舒服	a
成都买自行车的地方	昆明买自行车的地方	成都	昆明	LOC
南宁到揭阳汽车	南宁到上海汽车	揭阳	上海	LOC
40除以60等于多少	40除以3等于多少	60	3	m
成都最贵酒吧	南宁最贵酒吧	成都	南宁	LOC
日历的拼音	时间的拼音	日历	时间	n
龙虎山到长沙多少公里	北京到长沙多少公里	龙虎山	北京	LOC
充电时手机发热	待机时手机发热	充电	待机	v
9 的倍数	6 的倍数	9	6	m
脸上长脓包是螨虫引起的吗	脸上长斑是螨虫引起的吗	脓包	斑	n
介绍怎么写	推荐怎么写	介绍	推荐	v
支气管炎传染吗	支气管炎传染嘛	吗	嘛	xc
月经期间可以吃生姜吗	月经期间可以吃葱花吗	生姜	葱花	n
心肌缺血的症状	心肌缺血得症状	的	得	u
河南离拉萨有多远	西藏离拉萨有多远	河南	西藏	LOC
扁桃体发炎能吃山竹吗	扁桃体发炎能吃咖啡吗	山竹	咖啡	n
10和15用短除法计算	4和15用短除法计算	10	4	m
三字老写怎么写	1字老写怎么写	三	1	m
什么时候召开的	什么时候改的	召开	改	v
高血压可以坐飞机吗	高血压可以坐飞机嘛	吗	嘛	xc
池州有多少人	纽约有多少人	池州	纽约	LOC
用矿泉水敷脸	用盐水蒸脸	敷	蒸	v
祁阳有哪些中学	重庆有哪些中学	祁阳	重庆	LOC
设置字体在哪里设置	设置密码在哪里设置	字体	密码	n
横县到桂林多少公里	横县到郑州多少公里	桂林	郑州	LOC
白血病的前兆是什么	白血病的原理是什么	前兆	原理	n
你是不是我媳妇儿	你是不是我老公	媳妇儿	老公	n
最近发生了什么事	今天发生了什么事	最近	今天	TIME
工地操作规程	工地地址	操作规程	地址	n
六分米等于多少米	四百公顷等于多少平方米	六分米	四百公顷	m
内蒙古小吃	四川小吃	内蒙古	四川	LOC
鸡肝怎么打窝	鸡肝怎么弄	打窝	弄	v
人生自古谁无死留取丹心照汗青的作者	人生自古谁无死留取丹心照汗青的意思	作者	意思	n
淮安到沧州汽车时刻表	淮安到济南汽车时刻表	沧州	济南	LOC
横跨拼音怎么读	迈拼音怎么读	横跨	迈	v
有期限的时装可以合成吗	有期限的时装可以分解吗	合成	分解	v
月经提前半个月正常吗	月经提前半个月正常么	吗	么	xc
100除零等于多少	100除11等于多少	零	11	m
哺乳期可以喝罗红霉素分散片吗	哺乳期可以服用罗红霉素分散片吗	喝	服用	v
形容生活很枯燥的成语	形容生活很乏味的成语	枯燥	乏味	a
63×25列竖式怎么列	14×25列竖式怎么列	63	14	m
梦见蓝色的花海	梦见蓝色的彩虹	花海	彩虹	n
昌都到重庆多少公里	哈尔滨到重庆多少公里	昌都	哈尔滨	LOC
咧的拼音加组词	哩的拼音加组词	咧	哩	xc
有关show的短语	有关show的词组	短语	词组	n
18×90等于几	18×18等于几	90	18	m
甲亢吃药会胖吗	甲亢吃药会瘦吗	胖	瘦	a
深圳家具市场有哪些	抚顺家具市场有哪些	深圳	抚顺	LOC
小米粥增肥么	小米粥发胖么	增肥	发胖	v
笔记本电脑黑屏闪烁怎么回事	笔记本电脑黑屏是怎么回事	闪烁	是	v
合肥夜总会有哪些	长沙夜总会有哪些	合肥	长沙	LOC
成都到安康多远	成都到南昌多远	安康	南昌	LOC
下载不多多	应该不多	下载	应该	v
检查白带能查出什么病	检查血糖能查出什么病	白带	血糖	n
什么网盘可以上传视频	什么网站可以拍视频	上传	拍	v
武汉自贸区什么时候成立	武汉自贸区什么时候开始	成立	开始	v
脂肪肝可以吃生蚝吗	脂肪肝可以吃生蚝么	吗	么	xc
梦见茄子是什么意思	梦到猪是什么意思	茄子	猪	n
息屏时间调至三十分钟	息屏时间调至半小时	三十分钟	半小时	m
豆浆会发胖吗	豆浆会发胖么	吗	么	xc
鸡蛋怎么冷藏	煎蛋怎么做	冷藏	做	v
你从哪里来的	我从哪里来的	你	我	r
怎么洗澡更干净	怎么洗澡最干净	更	最	d
上海夏天气温	扬州夏天气温	上海	扬州	LOC
公积金账号怎么办理	公积金账号怎么查询	办理	查询	v
点完斑可以吃酱油吗	点完斑可以吃冰淇淋吗	酱油	冰淇淋	n
西宁市保姆市场价格	温州保姆市场价格	西宁市	温州	LOC
科目四补考需要交费吗	科目一补考需要交费吗	四	一	m
快怎么写	快怎么组词	写	组词	v
小公鸡怎么阉	小狗怎么玩	阉	玩	v
胃液中含有哪些成分	苹果中含有哪些成分	胃液	苹果	n
结肠腺瘤低级别	结肠腺瘤高级别	低	高	a
怎样卷麻花	怎样做花花	卷	做	v
男士品牌潮牌	男士品牌服装	潮牌	服装	n
什么时候发奖学金	什么时候有奖学金	发	有	v
牌照能换吗	牌照能换嘛	吗	嘛	xc
手指有点胀	手有点软	胀	软	a
薯片怎么做	醋溜白菜怎么做	薯片	醋溜白菜	nz
白洋淀到白沟高铁	上海到白沟高铁	白洋淀	上海	LOC
呼和浩特到济南多少公里	呼和浩特到成都多少公里	济南	成都	LOC
宜昌拆迁补偿标准	连云港拆迁补偿标准	宜昌	连云港	LOC
玉米能和大米一起煮吗	玉米能和粥一起煮吗	大米	粥	n
吃完鳕鱼可以吃水果吗	吃完牛奶可以吃水果吗	鳕鱼	牛奶	n
孕妇可以吃鸭血吗	孕妇可以吃鸭血么	吗	么	xc
豆浆里面可以放香蕉吗	豆浆里面可以放巧克力吗	香蕉	巧克力	n
河北现在可以外出吗	中国现在可以外出吗	河北	中国	LOC
乌兰浩特到阿尔山多远	乌兰浩特到成都多远	阿尔山	成都	LOC
电话的电话	豆腐的电话	电话	豆腐	n
空腹可以吃香蕉吗	空腹可以吃香蕉嘛	吗	嘛	xc
50000克等于多少斤	一千米等于多少公斤	50000克	一千米	m
带有亚字的昵称	带有亚字的字	昵称	字	n
怎样描写一个人的性格特点	怎样看出一个人的性格特点	描写	看出	v
飞利浦售后怎么样	华为售后怎么样	飞利浦	华为	ORG
给宝宝取名字	给宝宝听名字	取	听	v
验拼音怎么拼	熬拼音怎么拼	验	熬	v
韵达快递永丰客服电话	韵达快递桂林客服电话	永丰	桂林	LOC
梦到一个故人	梦到一个地方	故人	地方	n
两个骰子同时为6的几率	两个骰子同时为2的几率	6	2	m
香蕉脂肪高吗	香蕉脂肪多吗	高	多	a
怀孕能吃蒜苔吗	怀孕能吃鹅蛋吗	蒜苔	鹅蛋	n
哺乳期能吃马齿苋吗	哺乳期能吃马齿苋嘛	吗	嘛	xc
二乘几等于六	二乘几等于14	六	14	m
江津有哪些小学	江津有哪些酒店	小学	酒店	n
石狮到青岛物流	石狮到香港物流	青岛	香港	LOC
铬酸怎么配制	铬酸怎么处理	配制	处理	v
慢性阑尾炎需要手术吗	慢性阑尾炎需要手术嘛	吗	嘛	xc
乌鲁木齐到圣彼得堡多少公里	乌鲁木齐到南昌多少公里	圣彼得堡	南昌	LOC
为什么吃完饭特别想抽烟	为什么吃完饭就想抽烟	特别	就	d
怀孕能吃鲍鱼吗	怀孕能吃鲍鱼么	吗	么	xc
商丘未来规划	南宁未来规划	商丘	南宁	LOC
增强记忆力的食物	增强维生素的食物	记忆力	维生素	n
45和60的最大公因数	45和55的最大公因数	60	55	m
形容女子长相艳丽的词语	形容女子长相丑的词语	艳丽	丑	a
眼睛红怎么回事	眼眶疼痛怎么回事	红	疼痛	a
广州银行几点开门	广州银行几点营业	开门	营业	v
最著名的篮球运动员是谁	最伟大的篮球运动员是谁	著名	伟大	a
母亲节送什么礼物给妈妈最合适	母亲节送什么礼物给妈妈比较好	最合适	比较好	a
我可以打你吗	我可以睡你吗	打	睡	v
从昌黎到成都有多少公里	从合肥到成都有多少公里	昌黎	合肥	LOC
怀孕能吃墨鱼吗	怀孕能吃香蕉吗	墨鱼	香蕉	n
形容胸闷的成语	形容胸闷的词	成语	词	n
日本有哪些出版社	日本有哪些酒店	出版社	酒店	n
什么是岗位价值	什么是岗位技能	价值	技能	n
我现在的具体位置	我现在的实际位置	具体	实际	a
怀孕七个月还能拍婚纱照吗	怀孕七个月可以拍婚纱照吗	还能	可以	v
太原公积金可以自己交吗	昆明公积金可以自己交吗	太原	昆明	LOC
诸暨到温州火车	上海到温州火车	诸暨	上海	LOC
8和25是互质数吗	10和25是互质数吗	8	10	m
西宁到陇南市有多少公里	西宁到上海有多少公里	陇南市	上海	LOC
女人为什么为难女人	女人为什么喜欢女人	为难	喜欢	v
手机相机坏了	相机镜片坏了	相机	镜片	n
如何修改指令	如何修改时间	指令	时间	n
互联网行业的风险	金融行业的风险	互联网	金融	n
怎么让头发变多	怎么让头发变长	多	长	an
新媒体运营需要学习什么	新媒体运营需要注意什么	学习	注意	v
褐色阔腿裤怎么搭配	褐色衣服怎么搭配	阔腿裤	衣服	n
2020四川什么时候开学	2020山西什么时候开学	四川	山西	LOC
一万平方米等于多少公顷	一英尺等于多少厘米	公顷	厘米	q
怀孕可以吃金蝉吗	怀孕可以吃辣椒吗	金蝉	辣椒	n
遇上拼音怎么写	逢拼音怎么写	遇上	逢	v
三亚好吃的海鲜	三亚好吃的鱼	海鲜	鱼	n
梦见自己和孩子	梦见自己和小朋友	孩子	小朋友	n
怀孕能吃枸杞吗	怀孕能吃雪耳吗	枸杞	雪耳	n
波塞冬的儿子	波塞冬的小说	儿子	小说	n
024是啥意思	七年是啥意思	024	七年	m
熬海带的做法大全	烧海带的做法大全	熬	烧	v
海安到黄山火车时刻表查询	海安到兰州火车时刻表查询	黄山	兰州	LOC
月经前几天白带会增多吗	月经前几天白带会增多么	吗	么	xc
在哪里办结婚证	在哪里打印准考证	办	打印	v
小孩不愿意学习怎么办?	小孩不愿意读书怎么办?	学习	读书	vn
宝宝眼袋发红怎么回事	宝宝鼻子发红怎么回事	眼袋	鼻子	n
启动英文怎么读	启动英文怎么念	读	念	v
做肠镜痛苦吗	做肠镜难过吗	痛苦	难过	a
如何增加睡眠质量	如何确保睡眠质量	增加	确保	v
祛痘护肤常识	祛痘护肤步骤	常识	步骤	n
有没有强提醒的软件	有没有自动提醒的软件	强	自动	ad
如何做一个理智的人	如何做一个开心的人	理智	开心	a
你和小杜哪个厉害	你和小杜比谁更厉害	哪个	谁	r
怎样区分真假牛角刮痧板	怎样鉴别真假牛角刮痧板	区分	鉴别	v
正常成年人的肺活量是多少	正常成年人的血糖是多少	肺活量	血糖	n
过敏性鼻炎可以根治吗	过敏性鼻炎可以根治么	吗	么	xc
肾脏怎么锻炼	猪肾怎么吃	锻炼	吃	v
肝硬化可以治愈吗	肝硬化可以减肥吗	治愈	减肥	v
最漂亮的鱼	最丑陋的鱼	漂亮	丑陋	a
世界上最漂亮的帽子	世界上最贵的帽子	漂亮	贵	a
梦到亲人做饭	梦到亲人炒菜	做饭	炒菜	v
资格 英语	条件 英语	资格	条件	n
思念亲人的语录	思念亲人的格言	语录	格言	n
怀孕可以喝枸杞	怀孕可以喝饮料	枸杞	饮料	n
徐州到湛江的火车票	徐州到菏泽的火车票	湛江	菏泽	LOC
小孩子说肋骨疼	小孩子说耳朵疼	肋骨	耳朵	n
被谷歌翻译	被百度翻译	谷歌	百度	ORG
图片的尺寸有哪些	图片的属性有哪些	尺寸	属性	n
左右手有痣	臂膀有痣	左右手	臂膀	n
哺乳期能不能吃天麻	哺乳期能不能吃牛奶	天麻	牛奶	n
