夫妻分手的阶段是什么？我的意思是，在感情上分手后，不管是男是女，会发生什么？	分手对谁的影响更大，男孩还是女孩？	0
原油可以生产的产品有哪些？	哪些产品是由原油制成的？	1
我如何交朋友。	如何交朋友？	1
职业发射器适合RBI B级准备吗？	RBI B级的职业启动在线计划如何？	1
蓝光会在普通DVD播放机上播放吗？如果是，怎么做？	如何在普通DVD播放机上播放蓝光DVD？	1
她总是悲伤吗？	空气动力学螺旋桨旋转时会发生什么？	0
你吃过的最好/最难忘的东西是什么？为什么？	你吃过的最美味的菜是什么？为什么？	1
GST如何影响CAs和税务官员？	为什么我不能做作业？	0
进入RSI有多困难？	当你是一名升高中生时，你会申请像RSI这样的项目吗？	0
谁是我的朋友？	我的男朋友是不是在谎报他对朋友的真实感情，他是否暗中被她吸引？	0
有什么好的说唱歌曲可以伴舞？	哪些是最好的说唱歌曲？	0
我突然被Gmail注销了。我记不起我的Gmail密码了，才意识到恢复邮件已经不存在了。我能做什么？	我记不起我的Gmail密码或我的恢复电子邮件。如何恢复我的电子邮件？	1
学习法语最好的方法是什么？	我如何学习法语性别？	0
我如何在没有注册的情况下从kickass torrent下载内容？	Kickass Torrents值得信赖吗？	0
在我的虹膜周围有一个黑圈是正常的吗？	是什么导致虹膜周围出现暗环？应该如何治疗？	0
哈利波特的新书《哈利波特与被诅咒的孩子》怎么样？	J.K.罗琳的新书有多糟糕？	1
为什么我总是感到沮丧？	为什么我晚上总是情绪低落？	0
在哪里可以找到欧洲家族理财办公室数据库？	在哪里可以找到美国家族理财办公室数据库？	0
什么是Java编程？如何学习Java编程语言？	我如何学习像java这样的计算机语言？	1
有史以来最好的书是什么？	你读过的最重要的书是什么？	1
我们能储存闪电产生的能量吗？	有可能储存闪电的能量吗？	1
你对性能测试的评价是什么？	什么是性能测试？	0
像德国那样的隐私是以什么为代价的？为了获得如此多的隐私，还损失了什么？	有没有人真正喜欢不加调味品的沙拉？	0
什么类型的免疫？	我们身体中有哪些不同类型的免疫力？	0
我怎样才能说一口流利的英语？	我怎样才能学会流利地说英语？	1
QuickBooks的自动数据恢复支持电话号码对恢复损坏的数据文件有多大帮助？	quickbooks美国客户支持电话号码是多少？	1
谁是有史以来最富有的赌徒，我怎样才能达到他的水平？	谁是有史以来最富有的赌徒？我怎样才能达到他作为赌徒的水平？	1
如果我从比子弹快的飞机上向后发射子弹；子弹会倒吗？	子弹从枪里射出时的传播速度比音速快吗？如果没有，可能吗？如果他们这样做了，用什么枪，会造成多大的破坏？	0
如何预防乳腺癌？	乳腺癌是可以预防的吗？	0
如何在朋友的手机上注销我的Gmail帐户？	我怎么知道谁登录了我的Gmail帐户？（通过告诉他的IP地址或设备名称）？	0
我如何通过互联网赚钱？	除了卖东西，网上赚钱有哪些不同的方式？	0
人生的目的是什么？	生活的目的是什么？生活到底是关于什么的？	1
印度人民党政府什么时候会剥夺所有穆斯林和基督教徒的印度公民身份，并将他们安置在像缅甸罗兴亚人那样的船只上？	印度为什么不采用“缅甸罗兴亚模式”驱逐非法孟加拉国人？	0
祝耶和华见证人生日快乐的正确礼仪是什么？	第一个祝某人生日快乐有多重要？	0
如果有人想在印度的任何一个城市开设一家商业调频广播电台，费用是多少，程序是什么？	我想为印度和新西兰制作一个旅游广告/高清视频剪辑。要多少钱？	0
为什么瑞士人鄙视亚洲人？	为什么技术员工如此轻视销售人员？	0
生物技术领域的高薪工作有哪些？	生物技术硕士的新生有哪些高薪工作？	1
21岁以后我该如何增加身高？	25岁以后身高会增加吗？	1
柬埔寨地震的主要影响是什么？这些影响与1952年的堪察加地震相比如何？	柬埔寨地震的主要影响是什么？这些影响与1822年瓦尔帕莱索地震相比如何？	1
真诚和公平有什么区别？	诚实和真诚有什么区别？	0
在60千卢比以下，哪一款是最好的游戏笔记本电脑？	60000卢比以下最好的游戏笔记本电脑是什么？	1
你对《下一个勇士：试验场》第9部分有何评论？	你对《下一个勇士：试验场》第5部分的评论是什么？	0
物理11班最好的参考书是什么？	我应该选择哪本书作为物理和化学的参考书（CBSE委员会11班）？	0
国家理工学院，库鲁克什特拉：苏拉什卡尔尼特的社会生活怎么样？	卡纳塔克邦国立理工学院（NITK），Surathkal：对于即将毕业的学生：在你离开之前，你想给你的三年级学生上什么课？	0
英语中最浪漫的电影有哪些？	你看过的最浪漫的电影是什么？	1
什么导致噩梦？	是什么导致了看起来真实的噩梦？	1
绘画中的抽象表现主义是什么？	抽象表现主义的一些主要影响是什么？	0
和Jeremy Ehrhardt一起上加州理工学院是什么感觉？	谁是加州理工学院的知名人士？	0
为什么哈利变成了魂器？	什么是魂器？	0
20岁出头的人可以参加什么样的最佳产品经理助理（APM）课程来学习产品管理，并在公司获得有意义的职业生涯？	在基于产品的软件公司中，成为产品经理或项目经理的一般要求是什么？	0
为什么Skype的电话号码1-855-425-3768总是占线？	如何让Skype在android 4.1.1手机上工作？	0
印度和巴基斯坦之间真的会因为Uri攻击而发生战争吗？它会有什么影响？	印度和巴基斯坦之间会发生核战争吗？	1
罗纳德·里根（Ronald Reagan）的演讲中有没有矫揉造作？	罗纳德·里根对9·11有何反应？	0
南北战争期间，联邦和邦联的战争策略是什么？	在美国内战期间，南部邦联怎么可能在葛底斯堡击败联邦军队？	0
2016年最好的小说是哪部？	哪些是最好的小说？	0
如果我忘记了密码，我可以恢复我的电子邮件吗？	如果我忘记了电子邮件密码，我该怎么办？	1
最近的货币停止流通是否会导致更高的GDP？如果是，多少钱？	从短期和长期来看，废止货币化将如何影响印度的GDP？	0
你听说过旅行黑客吗？	WhatsApp能被黑客攻击吗？	0
共和国银行的招聘流程有多具有竞争力？	科技银行的招聘流程有多具有竞争力？	0
谷歌如何帮助调整搜索结果的垃圾邮件排名？	谷歌有机搜索结果之间的流量分布是什么？e、 排名第1对第2，第一页对第二页	0
哪里可以看有英文字幕的gonulcelen？	哪里可以看带字幕的sarrainodu？	0
美国是世界上最强大的国家吗？	为什么美国是世界上最强大的国家？	0
如何获得即时溃疡疼痛缓解？	什么对腰痛更好：热的还是冰的？	0
利用某人意味着什么？	占某人的便宜或追求物质利益更糟糕吗？	0
为什么我们在快乐和悲伤的时候哭泣？	我们为什么哭泣？	0
为什么有些女孩拍照时喜欢伸出舌头？	为什么青少年女孩（和一般女性）允许他们的男朋友在这个时代和（数字）时代给他们拍裸照？	0
你觉得小说《1984》的结尾令人沮丧吗？	温斯顿和朱莉娅在小说《1984》中有什么不同？它们有什么相似之处？	0
有哪些令人兴奋的电脑工具是大多数人不知道的？	有哪些令人兴奋的技术是大多数人不知道的？	0
在使用牙膏之前，牙刷应该是湿的还是干的？	最便宜的牙膏是什么？	0
为什么我的问题被标记为需要改进？	我怎么能问一个问题而不被标记为“需要改进”？	1
中性状态和缓冲状态之间的区别是什么？	如果美国每个州都互相宣战，哪个州会赢？	0
什么矿物具有最高的电荷？	什么矿物能保持最大的电荷？	1
宇宙中最大的奥秘是什么？	有史以来最大的谜团是什么？	0
机器学习的替代方案是什么？	如何对多类不平衡数据集进行过采样？	0
为什么中国在联合国阻止对正义运动（JeM）主席马苏德·阿扎尔（Masood Azhar）的制裁？	中国为什么支持马苏德·阿扎尔？	1
未来的预算意味着什么？	未来的意义是什么？	0
过量的维生素C会导致我流产吗？	维生素C如何导致流产？	1
在朝日印度玻璃公司工作是什么感觉？一年或两年后的薪级是多少？	在我们收到朝日印度玻璃招聘意向书后，我们什么时候会收到电话通知？	0
如何进入印度的Torbox？	如何从印度访问Google.com？	0
什么是yakshini咒语？	什么是扬特拉咒语？	0
六方会谈成功了吗？	NICMAR哪门课程更好？	0
如何注册我的域站点电子邮件？	如何注册域名？	0
老年男性被年轻女性吸引是正常的吗？	为什么老男人会吸引我？	0
受压时，最坚固的结构或最坚固的形状是什么？	什么是最强的凯夫拉绳？	0
罗兴亚穆斯林是谁？	罗兴亚人是谁？	1
人类是自私还是邪恶重要吗？	人类是否邪恶重要吗？	1
胞吐和胞吞是主动运输还是被动运输？	细胞内被动运输的例子有哪些？	0
我是怎么秃头的？	如果我在秃头的时候剃了两年的头，然后长出了头发，头发会和我最初剃的时候一样吗？还是我松了更多的头发？	0
退休后的理想生活是什么？	退休后的生活是什么？	0
我们对巴基斯坦的立场是什么？	巴基斯坦对朝鲜拥有大规模杀伤性武器持什么立场？是支持朝鲜还是反对朝鲜？	0
什么是好的护送网站？	我怎样才能找到一个好的护卫？	0
哪一个更好的是polo柴油机还是grand i10汽油机？	对于成长中的十项全能运动员来说，什么是最好的饮食？	0
黑洞有质量吗？	黑洞的质量有限吗？	1
摩根·弗里曼（Morgan Freeman）说停止种族主义的唯一方法就是停止谈论它，这对吗？	你对摩根·弗里曼关于种族主义的这句话有什么看法？	1
Fab目前是否向新员工提供股票期权或RSU？	优步目前是否向新员工提供股票期权或RSU？	0
你将如何审查该网站？	有一个好的付费评论网站吗？	0
我们可以通过多少种方式将10支外观相同的铅笔分发给4名学生，以便每个学生至少获得一支铅笔？	有多少种方法可以将12个苹果分发给4个孩子，使每个孩子至少得到2个苹果？	0
雇佣杰瑞·宋飞一到两个小时要花多少钱？	录制一个2小时的演示文稿平均要花多少钱？	0
在可能的非咬伤接触后，接种狂犬病疫苗是否已经晚了7天？	狗咬伤1天后我可以注射狂犬病疫苗吗？	0
英国统治印度多少年？	国际搬迁的标准休假时间是多少？	0
我怎样才能不再害怕工作？	你怎样才能停止害怕一切？	0
为什么瑞德把钥匙放在OITNB里？	为什么红色在《橙色是新的黑色》第四季保留钥匙？	1
一个人应该在什么年龄失去童贞？	你在什么年龄、如何以及在哪里失去童贞？	0
你有多健忘？	我怎么能忘记我的妻子？	0
斯努克会秘密地成为达斯·摩尔吗？	如果斯努克被帕尔帕廷皇帝杀死，他怎么可能是达斯·普雷格斯呢？	0
如果我不将YouTube视频盈利并上传版权内容，那么谷歌是否有可能封锁我的账户？	你如何在YouTube上上传电影并将其盈利？有版权问题吗	1
你能从佳能6D换成徕卡D-LUX 109吗？	我应该为我的佳能6D买什么样的三脚架？	0
Quora网站对Quora moderation的成员来说是什么样子的？	Quora对主持人有何看法？	1
为什么没有人用Quora回答我的问题？	为什么在库拉没有人回答我的问题？	1
你知道的最有趣的笑话是什么？	有史以来最有趣的笑话是什么？	1
我在伦敦Chelmsford Essex得到了一份工作，扣除税后工资为3764英镑。请告知夫妇每月的暂定费用有可能节省吗？	如果我要离开挪威，我可以用我的BSU账户支付我的抵押贷款，然后卖掉我的公寓而不必偿还我因拥有BSU而获得的税收减免吗？	0
对英国的成见是什么？	美国人对英国有什么看法？	0
我如何使用Twitter作为业务来源？	我如何使用Twitter开展业务？	1
如何将资金从Skrill转到PayPal帐户？	我如何从我的PayPal帐户将钱汇入我的Skrill帐户进行取款？	0
哪一款耳机的低音低于1000？	1000卢比以下的耳机哪种最好？	1
政府雇员有资格获得Sukanya Samrudi Yojana吗？	政府雇员可否申请独立选举委员会？	0
“期待与您交谈”或“期待与您交谈”哪个是正确的？	哪一个是正确的：“与”或“与”说话？	0
哪些是最好的工程领域？	什么是最好的工程领域？	1
你如何让生活适合你，阻止生活在精神上和情感上虐待你？	为什么我的生活中会有情绪虐待的人？一些前男友、朋友和过去的同事/老板都是虐待者。我吸引他们吗？	0
工资总额和CTC之间有什么区别？	我的周薪和雇主同意的年薪之间似乎有差异，这是怎么回事？	0
喀拉拉邦哪些是繁荣的城镇？	喀拉拉邦为什么有这么多基督徒？	0
获得自信的最佳方式是什么？	我怎样才能说得更清楚、更自信？	0
有人看到希腊神和印度神之间的关系吗？	印度神话、希腊神话、埃及神话等诸神之间有什么相似之处。？	1
如何从Apple Music切换到Spotify？	我应该从Spotify切换到Apple Music吗？	0
哪一个是最好的固定收益基金？	什么是最好的固定收益基金？	1
住在科隆是什么感觉？	住在德国克伦是什么感觉？	1
在罗伯特·德尼罗和阿尔·帕西诺之间，谁更成功？	你认为谁是最佳男演员，罗伯特·德尼罗还是阿尔·帕西诺？	0
为什么有些人喜欢小家庭。？	为什么有些人喜欢和小家庭住在一起？	1
动物接吻吗？	动物（除了人类）接吻吗？	1
如何删除Instagram聊天记录？	如何查看已删除的Instagram dms？	1
我怎样才能停止对爱的沉迷？	我如何停止对某人上瘾？	0
如果我雇了两个私人侦探，命令他们互相跟踪怎么办？	我能雇佣两名私人调查员，然后让他们互相跟踪吗？	1
如何找到创业加速器？	创业加速器如何为您提供资金？	0
如何查看wifi历史记录并通过android手机访问？	我无法通过WiFi路由器打开Quora。为什么我只能通过移动网络访问它？	0
索姆之战的意义是什么？这场战役与罗斯托夫之战相比有何意义？	索姆之战的意义是什么？这场战斗与利雅得之战相比有何意义？	1
你读过的最有创意的大学入学论文是什么？	有没有大学招生官在读申请者的论文时当众大哭？	0
如果你用眼罩遮住一只眼睛一年，然后取下眼罩，会发生什么？	如果眼部药物进入眼睛会发生什么？	0
在生活中有可能追求很多不同的东西吗？	我如何拒绝在生活中的不同事情之间做出选择？	1
作为蝙蝠侠，本·阿弗莱克比克里斯蒂安·贝尔更耀眼吗？	请不要影迷，但谁是真正的蝙蝠侠，克里斯蒂安·贝尔还是本·阿弗莱克？	1
在海得拉巴，哪一家企业是良好的初创企业？	在海得拉巴开办哪家企业更好？	1
我怎么才能停止占有欲？	我怎样才能停止对我爱的人过分占有？	1
克里希纳勋爵的妻子是谁？	谁是主奎师那的父亲？	0
为了提升我的职业生涯，我可以与CA一起学习的最佳课程组合是什么？	什么课程必须与CA课程一起学习？	1
如何在Mac笔记本电脑上截图？	如何在MacBook Pro上截图？有什么说明？	1
高管招聘人员的工作是什么样的？	与高管招聘人员一起工作是什么感觉？	0
“收集”满足了哪些心理需求？	人们为什么收集东西？	0
你死前必须看哪些电视节目？	有必须看的电视节目吗？	1
我怎样才能更流利地说中文？	我怎样才能说一口流利的中文？	1
500卢比和1000卢比纸币的非货币化对房地产行业有何影响？	报废汽车会产生什么影响₹500和₹房地产市场上的1000卢比纸币？	1
成为亿万富翁（美元）最简单的方法是什么？	成为亿万富翁的最佳方式是什么？	1
有没有人愿意在印度的大学里做免费讲座或举办免费研讨会？	服用百忧解将近两周了，为什么我仍然觉得反社会，仍然不想去参加活动？为什么我的社交行为和情绪每天都在变化？	0
开始学习机器人技术的最佳方式是什么？	启动机器人技术的最佳方式是什么？哪一个是我能开始工作的最好的开发板？	0
为什么人们讨厌希拉里·克林顿？	人们不喜欢希拉里·克林顿的原因是什么？	1
为什么经期妇女被认为是“不洁的”，以至于她们不能积极参加宗教仪式（印度教）？	为什么人们总是期望一个女人应该照顾家务、孩子和烹饪（特别是在印度文化中）？这些活动仅仅是妇女的责任吗？为什么男人不平等地分担这种工作？	0
如果无神论是缺乏对神的信仰，那么没有神的信仰的术语是什么？	无神论是缺乏对神的信仰，还是声称神不存在？	0
《刺客信条》系列的最佳引用/教训是什么？	在刺客信条中，哪位刺客的长袍最好？	0
喷墨打印机在打印黑白文档时是否使用彩色墨水？若然，原因为何？	如果CMYK打印机使用彩色墨水打印黑色，并且只使用黑色墨水进行补充，为什么商店对彩色打印收取更多费用？	0
如果希拉里·克林顿不能继续她的总统竞选活动，民主党将如何选择新的候选人？	如果希拉里·克林顿不能再担任民主党提名人，她的继任者将如何选择？	1
耳机如何作为天线在手机上播放调频广播频道？为什么移动公司不在手机上安装相同的内置天线，以便在没有耳机的情况下播放调频？	为什么手机没有内置调频天线？	0
除了自动化工具之外，自动化工程师的最佳职业发展技术是什么？	喜马拉雅山还是杜克KTM 200巡演？	0
在NSE上市公司的缺点是什么？	在NSE上市公司有什么好处？	0
一个物体相对于时间的位置有多少导数是连续的？	绘画什么时候变得有趣？	0
中子星是由什么组成的？	中子星是由中子组成的吗？	1
我的平均成绩是3.8分。进入哈佛这样的顶尖大学就足够了吗？	平均绩点3.8分足以进入顶尖学校吗？	1
交易二元期权的盈利方式是什么？	什么是二元期权交易？	0
我如何利用空闲时间来避免抑郁？	像LIK这样从IIM毕业的人，甚至像Ranchi和Trichy这样的新IIM毕业的人，能赶上ABC的毕业生，得到类似的待遇吗？	0
如何学习计算机安全？	如何开始学习信息安全？	1
我如何从Quora那里挣钱？	我能在Quora上赚钱吗？	1
我的puk代码是什么？	TF64SIMC4的PUK是什么？	1
我怎样才能在日本找到工作？	我怎样才能在日本找到IT工作？	0
使用“歇斯底里”这个词的句子有哪些例子？	最佳家庭无线网络设置和预期速度是什么？	0
还会有另一个10亿美元的彩票头奖吗？	彩票什么时候能达到下一个10亿美元的头奖？	1
考虑到所有的转弯，在去哈纳的路上开车有多可怕？	我需要一辆四轮驱动汽车在去哈纳的路上一路行驶吗？	0
如何使用C编程（Linux终端）在新终端中创建新的shell？	如何使用C编程在Linux中创建新的终端和新的shell？	1
认知影响知觉吗？	认知紧张会影响消化吗？	0
TQWL与CKWL（塔特卡尔等待名单）有何不同？	我订了一张火车票，但在塔卡尔的候车名单上。如果我取消它，我会得到退款吗？	0
我们如何才能使世界成为子孙后代居住的更美好的地方？	我能做些什么让世界变得更美好？	1
传奇联盟有多少冠军？	谁是最好的LoL（传奇联盟）冠军？	0
每天喝4升水不健康吗？	如果我每天跑5公里，我应该喝多少升水？	0
五大湖的水从哪里来，这些湖泊的野生动物与普雷斯帕湖相比如何？	五大湖的水从哪里来，这些湖泊的野生动物与科莫湖相比如何？	0
色情明星看色情片吗？	我怎样才能预订Ronda Rousey出演成人电影？	0
特朗普的支持者们，你对他兑现承诺的方式有何感受？	特朗普的支持者现在是否期望总统兑现他如此有力地兑现的承诺？	0
我们为什么担心别人的意见？	为什么我们关心别人的意见和别人对我们的看法？	1
你如何训练一只4个月的斗牛犬？	我如何训练我两月大的拉布拉多小狗？	1
如果我跳绳五分钟，我会消耗多少卡路里？	跳绳最好的方法是什么？	0
在CS stream中，哪个在线测试系列最适合GATE 2017？	哪种测试系列最适合GATE计算机科学流？	1
新手理解算法分析的最佳材料是什么？	一个完全的新手需要什么数学来理解计算机编程的算法？哪些关于算法的书籍适合初学者？	0
斗牛獒/哈士奇混血犬的气质是什么？	柯基哈士基混血儿的气质是什么？	0
有8个球。其中7个重量相同。其中一个有不同的重量（你不知道它是重还是轻）。你如何找到这个2磅重的球？	使用0、1、2、3、4、5、6和7可以形成多少个4位数？其中有多少在4000到6000之间？	0
在戏剧《阳光下的葡萄干》中，沃尔特·阿德·贝尼亚塔为什么要争论？	在《阳光下的葡萄干》中，沃尔特和贝尼亚莎为什么要争论？	1
一个超级聪明的人装傻的标志是什么？	超级聪明的人隐藏他们的智慧的迹象是什么？	1
如果暗能量是通过膨胀而产生的，那么无限的暗能量能被创造吗？	如果能量在膨胀的宇宙中不守恒，那么势能是无限的吗（可以创造的能量是无限的）？	1
你是怎样出版一本书的？	写和出版一本书的好方法是什么？	0
谁在破坏彭博社？	谁将颠覆彭博社？	1
为什么flash跑得这么快？	闪光灯（DC角色）：闪光灯能以多快的速度跑一英里？	0
合法投资500美元的最佳方式是什么，这样我就能在相对较短的时间内（比如6个月）获得有形利润？	我怎样才能最好地投资₹在接下来的6个月里有5000人？	0
GST法案的实施将如何影响普通人的生活？	商品及服务税法案到底是什么？它将如何影响普通民众？	1
你如何恢复你的Gmail密码？	我记不起我的Gmail帐户密码，如何恢复我的帐户？	1
精神疾病的诊断准确度如何？	我怎样才能准确地诊断和治疗我的精神疾病？	1
20岁女孩的膝盖疼痛正常吗？	14岁的女孩吐血正常吗？	0
一个好领导的品质是什么？	领导者有哪些优秀品质？	1
海湾、海湾和海峡有什么区别？	大海和海湾到底有什么区别？	0
莫迪会在2019年获胜吗？	纳伦德拉·莫迪能否在2019年成为印度总理？	1
我如何在印度开设DMart商店？有特许经营权吗？	如何获得reliance数字商店特许经营权？	0
学习医学最好的YouTube频道是什么？	学习Git最好的YouTube频道有哪些？	0
斯瓦米·维韦卡南达在环游世界的旅途中吃过非蔬菜或鸡蛋吗？	为什么大多数印度教徒不吃非素食？	0
如果我在图表绘制完成之前取消TQWL票据，会发生什么？	我们能取消一张“塔卡尔等候名单”的票吗？	0
“共同核心倡议/标准”到底是什么？利弊如何？	共同核心标准倡议的优缺点是什么？	1
我如何选择一份期刊来发表我的论文？	我在哪里发表论文？	1
你2017年的新年计划是什么？	你2017年的创意新年计划是什么？	1
如果你做了一个恶梦，你会怎么做？	你怎么能不做恶梦呢？	0
斯拉夫人为什么蹲着？	蹲着对男人有用吗？	0
我应该为AIIMS排名151得多少分？	要进入AIIMS前50名，我的最低分数应该是多少？	0
在手术室里，当两位经验相同的外科医生在手术过程中意见不一致时，如何打破僵局？	医生：外科医生如何坚持手术时间超过6小时？手术期间他们休息吗？	0
从零开始开发Android应用程序需要多少个月的时间？	从零开始学习Android应用程序开发需要多少时间？	1
作为一个男人，我如何爱我的身体？	如果我是一个温顺的印度人，我怎样才能使我的整个身体更公平呢？	0
囚犯的权利是什么？	如果我在监狱里，我有什么权利？	1
我如何在部族冲突中获得免费宝石？	我怎样才能得到免费的宝石部族冲突？	1
为什么没有更多像Word Lens这样的应用程序？	Word Lens用于OCR的是什么？	0
我的前女友得了疟疾。我很想去看望她，但我有自己的安排。我不知道如何和她在一起。我该怎么办？	我是否应该担心我的女朋友会在凌晨4点前给她的前男友发短信，如果是，为什么？	0
获得网站流量的最佳方式是什么？	如何获得网站的流量？	1
当有人在Quora上投票支持你的答案时，你感觉如何？	在Quora上看到你的答案的投票是什么感觉？	1
有哪些最优秀的电影和电视剧以强势女性主角为主角？	电影中最好的女性角色是什么？	1
你会为爱走多远？我应该等我爱的人离开吗？	作为一个十三岁的孩子，我能为我的健康做的最好的事情是什么？	0
大多数人是怎么死的？	人是怎么死的？	0
为什么现在大多数衣服是用聚酯纤维而不是棉做的？	棉布衣服是怎么做的？	0
骨髓里有什么？	骨髓是什么味道？	0
有没有叫Reddice的奴隶？	在古罗马，奴隶被打上烙印。如果品牌标志后来被解放了，会发生什么？	0
溺水后尸体浮到水面需要多长时间？	当一具尸体在河里时，它需要多长时间才能浮起来？	1
我怎么才能忘记一个已经三年没说话但仍然想念他的朋友呢？	既然我们去年分手了，而我仍然想念她，我怎么才能忘记我爱的人呢？	0
当你去一个新的地区旅行时，你最好是沉浸在1-2个城市中，还是尽可能多地去看看你能挤进的城市？	在不花钱的情况下探索世界的方法是什么？	0
我如何在网上免费赚钱？	我如何在网上赚钱？	1
在黄金海岸哪里可以买到质量最好的定制纸杯蛋糕？	在黄金海岸哪里可以找到美味的纸杯蛋糕？	1
奇偶计划有多成功？	德里的奇偶计划有多成功？	1
如果印度和巴基斯坦之间发生战争，谁将获胜？	如果印度和巴基斯坦之间爆发战争，谁将获胜？	1
你如何处理对死亡的恐惧？	你如何减少对死亡的恐惧？	1
修复iPhone6破裂的屏幕的估计成本是多少？	修理一个坏掉的iPhone6屏幕我要付多少钱？怎样才能做到呢？	0
2016年麦当劳推出的最有趣的产品和创新是什么？	2016年Ball推出的最有趣的产品和创新是什么？	0
宇宙有尽头吗？如果没有，宇宙是无限的吗？	宇宙是无限的还是宇宙的尽头？	1
什么是CPAGrip.com？	什么是bestmytest.com？	0
安娜·哈扎尔对莫迪总理有何看法？	你们认为阿文德·凯伊里瓦尔先生和他的AAP怎么样？	0
禁止在印度股市发行500和1000张纸币会产生什么影响？	1000卢比和500卢比纸币的禁令将对股市产生什么影响？	1
同心收缩和偏心收缩有何不同？	同心收缩和偏心收缩如何比较和对比？	1
为什么他们在《第一集》中为尤达使用的木偶那么差劲？	为什么人们不质疑社交媒体网站上发布的“新闻”帖子和观点？	0
